"№","Код","name","size","palletSize","weight","opt","price"
"484","М-00006","Камень ландшафтный двухсторонний оливковый 420","Поддон 120*80","48","25","223.59","257"
"485","З-00153","Камень ландшафтный Элит (1%-420, 0,3%-960)","Поддон 120*80","48","25","325.38","374"
"","","Опорный камень ""Диамант""","","","","",""
"486","О-00017","_Опорный камень ""Диамант"" серый","Поддон 120*80","48","26.5","170.52","196"
"487","О-00032","Опорный камень ""Диамант"" бежевый № 960","Поддон 120*80","48","26.5","211.02","243"
"488","М-00007","Опорный камень ""Диамант"" Белый","Поддон 120*80","48","26.5","316.68","364"
"489","О-00139","Опорный камень ""Диамант"" коричневый № 655","Поддон 120*80","48","26.5","211.02","243"
"490","З-00824","Опорный камень ""Диамант"" красный 130","Поддон 120*80","48","26.5","211.02","243"
"491","О-00031","Опорный камень ""Диамант""  оливковый  № 420","Поддон 120*80","48","26.5","211.02","243"
"492","З-00022","Опорный камень ""Диамант"" терракота 503","Поддон 120*80","48","26.5","211.02","243"
"493","З-00161","Опорный камень ""Диамант"" черный № 330","Поддон 120*80","48","26.5","211.02","243"
"494","З-00414","Опорный камень ""Диамант""   Элит (1%-420, 0,3%-960)","Поддон 120*80","48","26.5","325.38","374"
"495","З-00682","Опорный камень ""Диамант""   Элит (2% - 420)","Поддон 120*80","48","26.5","325.38","374"
"","","Опорный камень ""Прямой""","","","","",""
"496","О-00018","_Опорный камень ""Прямой"" серый","Поддон 120*80","48","26.6","162.69","187"
"497","П-00001","Опорный камень ""Прямой""  Белый","Поддон 120*80","48","26.6","301.02","346"
"498","З-00928","Опорный камень ""Прямой""  коричневый № 655","Поддон 120*80","48","26.6","200.97","231"
"499","З-00126","Опорный камень ""Прямой""  черный № 330","Поддон 120*80","48","26.6","200.97","231"
"500","О-00034","Опорный камень ""Прямой"" бежевый № 960","Поддон 120*80","48","26.6","200.97","231"
"501","З-01128","Опорный камень ""Прямой""    красн № 130","Поддон 120*80","48","26.6","200.97","231"
"502","О-00033","Опорный камень ""Прямой"" оливковый № 420","Поддон 120*80","48","26.6","200.97","231"
"503","З-01127","Опорный камень ""Прямой""  терракота 503","Поддон 120*80","48","26.6","200.97","231"
"504","З-00396","Опорный камень ""Прямой"" Элит (1%-420, 0,3%-960)","Поддон 120*80","48","26.6","308.85","355"
"505","З-00342","Опорный камень ""Прямой"" Элит (2%-130)","Поддон 120*80","48","26.6","308.85","355"
"","","05. Облицовочный камень","","","","",""
"","","Камень ""Кейп Стоун""","","","","",""
"506","О-00046","_Камень ""Кейп Стоун""  23*11 серый","Поддон 120*80"," ","3.5","25.8","29.66"
"507","З-00163","Камень ""Кейп Стоун""  23*11  (нерустов) бежевый № 960","Поддон 120*80"," ","3.5","31.27","35.94"
"508","З-00775","Камень ""Кейп Стоун""  23*11 рустованный  элит (0,7%- 960, 0,3%- 420)","Поддон 120*80"," ","3.5","41.76","48"
"509","З-00925","Камень ""Кейп Стоун""  23*11 рустованный  элит (1%-420, 0,3%-960)","Поддон 120*80"," ","3.5","41.76","48"
"510","О-00047","Камень ""Кейп Стоун""  23*11 рустованный серый","Поддон 120*80"," ","3.5","25.8","29.66"
"511","З-00810","Камень ""Кейп Стоун""  23*11 состаренный  элит (0,7%- 960, 0,3%- 420)","Поддон 120*80"," ","3.5","41.76","48"
"512","З-00811","Камень ""Кейп Стоун""  23*11 состаренный бежевый № 960","Поддон 120*80"," ","3.5","30.4","34.94"
"513","З-00809","Камень ""Кейп Стоун""  23*11 состаренный серый","Поддон 120*80"," ","3.5","25.8","29.66"
"514","З-00799","Камень ""Кейп Стоун""  23*23 рустованный  коричневый № 655","Поддон 120*80"," ","7.69","63.57","73.06999999999999"
"515","З-00776","Камень ""Кейп Стоун""  23*23 рустованный  элит (0,7%- 960, 0,3%- 420)","Поддон 120*80"," ","7.69","87.34999999999999","100.4"
"516","З-00926","Камень ""Кейп Стоун""  23*23 рустованный  элит (1%-420, 0,3%-960)","Поддон 120*80"," ","7.69","87.40000000000001","100.4"
"517","О-00045","Камень ""Кейп Стоун""  23*23 рустованный серый","Поддон 120*80"," ","7.69","53.94","62"
"518","О-00044","Камень ""Кейп Стоун""  23*23 серый","Поддон 120*80"," ","7.69","53.94","62"
"519","З-00812","Камень ""Кейп Стоун""  23*23 состаренный  коричневый № 655","Поддон 120*80"," ","7.69","63.57","73.06999999999999"
"520","З-00813","Камень ""Кейп Стоун""  23*23 состаренный  элит (0,7%- 960, 0,3%- 420)","Поддон 120*80"," ","7.69","87.37","100.42"
"521","З-00816","Камень ""Кейп Стоун""  23*23 состаренный серый","Поддон 120*80"," ","7.69","53.94","62"
"522","З-00777","Камень ""Кейп Стоун""  23*35 рустованный  элит (0,7%- 960, 0,3%- 420)","Поддон 120*80"," ","11","132.95","152.82"
"523","З-00927","Камень ""Кейп Стоун""  23*35 рустованный  элит (1%-420, 0,3%-960)","Поддон 120*80"," ","11","132.95","152.82"
"524","З-00800","Камень ""Кейп Стоун""  23*35 рустованный коричневый 655","Поддон 120*80"," ","11","96.73999999999999","111.19"
"525","О-00043","Камень ""Кейп Стоун""  23*35 рустованный серый","Поддон 120*80"," ","11","82.09","94.36"
"526","О-00042","Камень ""Кейп Стоун""  23*35 серый","Поддон 120*80"," ","11","82.09","94.36"
"527","З-00815","Камень ""Кейп Стоун""  23*35 состаренный  элит (0,7%- 960, 0,3%- 420)","Поддон 120*80"," ","11","132.95","152.82"
"528","З-00818","Камень ""Кейп Стоун""  23*35 состаренный коричневый 655","Поддон 120*80"," ","11","96.73999999999999","111.19"
"529","З-00814","Камень ""Кейп Стоун""  23*35 состаренный серый","Поддон 120*80"," ","7.69","82.09","94.36"
"530","О-00051","Камень ""Кейп Стоун"" 23х11 Белый","Поддон 120*80"," ","3.5","38.34","44.07"
"531","О-00052","Камень ""Кейп Стоун"" 23х11 рустованный Белый","Поддон 120*80"," ","3.5","38.34","44.07"
"532","О-00050","Камень ""Кейп Стоун"" 23х23 Белый","Поддон 120*80"," ","7.69","80.18000000000001","92.16"
"533","О-00053","Камень ""Кейп Стоун"" 23х23 рустованный Белый","Поддон 120*80"," ","7.69","80.18000000000001","92.16"
"534","З-00820","Камень ""Кейп Стоун"" 23х23 состаренный Белый","Поддон 120*80"," ","7.69","80.18000000000001","92.16"
"535","О-00049","Камень ""Кейп Стоун"" 23х35 Белый","Поддон 120*80"," ","11","122.02","140.25"
"536","О-00054","Камень ""Кейп Стоун"" 23х35 рустованный Белый","Поддон 120*80"," ","11","122.02","140.25"
"","","Камень ""Неаполь""","","","","",""
"537","З-00911","_Облицовочный камень ""Неаполь"" 15х20 серый","Поддон 120*80"," ","5.74","16.77","19.28"
"538","О-00012","_Облицовочный камень ""Неаполь"" 20х43 серый","Поддон 120*80"," ","5.74","48.02","55.2"
"539","З-00903","Облицовочный камень ""Неаполь"" 15х20 Белый","Поддон 120*80"," ","1.93","21.92","25.2"
"540","З-00956","Облицовочный камень ""Неаполь"" 15х40 бежевый № 960","Поддон 120*80"," ","3.86","40.57","46.63"
"541","О-00132","Облицовочный камень ""Неаполь"" 15х40 Белый","Поддон 120*80"," ","3.86","43.81","50.36"
"542","П-00017","Облицовочный камень ""Неаполь"" 15х40х3  серый","Поддон 120*80"," ","3.86","33.65","38.67"
"543","З-00701","Облицовочный камень ""Неаполь"" 20х30 Белый","Поддон 120*80"," "," ","43.81","50.36"
"544","З-00152","Облицовочный камень ""Неаполь"" 20х30 коричневый № 655","Поддон 120*80"," ","5.1","40.42","46.46"
"545","М-00009","Облицовочный камень ""Неаполь"" 20х30 оливковый 420","Поддон 120*80"," ","5.1","40.42","46.46"
"546","З-00948","Облицовочный камень ""Неаполь"" 20х30 серый","Поддон 120*80"," ","5.1","34.8","38.67"
"547","М-00001","Облицовочный камень ""Неаполь"" 20х43 Белый","Поддон 120*80"," ","5.74","62.76","72.14"
"548","М-00008","Облицовочный камень ""Неаполь"" 20х43 оливковый 420","Поддон 120*80"," ","5.74","57.9","66.55"
"","","Камень ""Палермо""","","","","",""
"549","З-00686","Облицовочный камень ""Палермо"" 15х20х3 коричневый № 686","Поддон 120*80","192","1.93","21.6","24.83"
"550","З-00759","Облицовочный камень ""Палермо"" 15х20х3 красн № 130","Поддон 120*80","192","1.93","21.6","24.83"
"551","З-00475","Облицовочный камень ""Палермо"" 15х20х3 см терракота 503","Поддон 120*80","192","1.93","21.6","24.83"
"552","П-00020","Облицовочный камень ""Палермо"" 15х20х3см бежевый № 960","Поддон 120*80","192","1.93","21.6","24.83"
"553","З-00477","Облицовочный камень ""Палермо"" 15х40х3 терракота 503","Поддон 120*80","96","3.86","43.19","49.64"
"554","П-00019","Облицовочный камень ""Палермо"" 15х40х3см  бежевый № 960","Поддон 120*80","96","3.86","43.19","49.64"
"555","З-00479","Облицовочный камень ""Палермо"" 20х30х3 терракота 503","Поддон 120*80","96","4.02","43.19","49.64"
"556","З-00688","Облицовочный камень ""Палермо"" 20х43х3 коричневый № 655","Поддон 120*80","72","4.4","61.92","71.17"
"557","Ц-00215","Облицовочный камень ""Палермо"" Белый 15 x 20 x 3 см (0.03 м.кв.)","Поддон 120*80","192","1.93","26.83","30.84"
"558","Ц-00211","Облицовочный камень ""Палермо"" Белый 15 x 40 x 3 см (0.06 м.кв.)","Поддон 120*80","96","3.86","53.68","61.7"
"559","Ц-00216","Облицовочный камень ""Палермо"" Белый 20 x 30 x 3 см (0.06 м.кв.)","Поддон 120*80","96","4.02","53.68","61.7"
"560","Ц-00217","Облицовочный камень ""Палермо"" Белый 20 x 43 x 3 см (0.08 м.кв.)","Поддон 120*80","96","4.5","76.97","88.47"
"561","Ц-00212","Облицовочный камень ""Палермо"" серый 15 x 20 x 3 см (0.03 м.кв.)","Поддон 120*80","192","1.93","18.69","21.48"
"562","Ц-00210","Облицовочный камень ""Палермо"" серый 15 x 40 x 3 см (0.06 м.кв.)","Поддон 120*80","96","3.86","37.39","42.98"
"563","Ц-00213","Облицовочный камень ""Палермо"" серый 20 x 30 x 3 см (0.06 м.кв.)","Поддон 120*80","96","4.02","37.39","42.98"
"564","Ц-00214","Облицовочный камень ""Палермо"" серый 20 x 43 x 3 см (0.08 м.кв.)","Поддон 120*80","96","4.5","53.61","61.62"
"","","Угловой элемент","","","","",""
"565","О-00137","_Угловой элемент 23х35х23 серый","Поддон 120*80"," "," ","395.85","455"
"566","Д-00031","Угловой элемент Белый"," "," "," ","466.32","536"
"567","З-00955","Угловой элемент Элит (1%-420, 0,3%-960)"," "," "," ","484.59","557"
"","","06. Тротуарная плитка","","","","",""
"","","Бордюры","","","","",""
"568","П-00012","_Бордюр 50х20х6 серый","Поддон 120*80","64","12.5","139.2","160"
"569","Д-00013","Бордюр 50х20х6  бежевый № 960","Поддон 120*80","64","12.5","167.91","193"
"570","Д-00021","Бордюр 50х20х6 Белый","Поддон 120*80","64","12.5","215.76","248"
"571","Д-00014","Бордюр 50х20х6 коричневый № 655","Поддон 120*80","64","12.5","167.91","193"
"572","Д-00017","Бордюр 50х20х6 красн № 130","Поддон 120*80","64","12.5","167.91","193"
"573","Д-00018","Бордюр 50х20х6 оливковый 420","Поддон 120*80","64","12.5","167.91","193"
"574","Д-00019","Бордюр 50х20х6 терракота 503","Поддон 120*80","64","12.5","167.91","193"
"575","Д-00020","Бордюр 50х20х6 черный № 330","Поддон 120*80","64","12.5","167.91","193"
"576","З-00427","Бордюр 50х20х6 Элит (2% - 420)","Поддон 120*80","64","12.5","227.07","261"
"","","Водосток тротуарный","","","","",""
"577","П-00034","_Водосток тротуарный  40х6х17 серый","Поддон 120*80","98","6.8","133.11","153"
"578","З-00045","Водосток тротуарный  40х6х17  бежевый № 960","Поддон 120*80","98","6.8","159.21","183"
"579","П-00050","Водосток тротуарный  40х6х17  оливковый 420","Поддон 120*80","98","6.8","159.21","183"
"580","П-00054","Водосток тротуарный  40х6х17 Белый","Поддон 120*80","98","6.8","187.05","215"
"581","П-00052","Водосток тротуарный  40х6х17 коричневый № 655","Поддон 120*80","98","6.8","159.21","183"
"582","П-00051","Водосток тротуарный  40х6х17 красн № 130","Поддон 120*80","98","6.8","159.21","183"
"583","П-00035","Водосток тротуарный  40х6х17 терракота 503","Поддон 120*80","98","6.8","159.21","183"
"584","З-00029","Водосток тротуарный  40х6х17 черный № 330","Поддон 120*80","98","6.8","159.21","183"
"585","П-00055","Водосток тротуарный  40х6х17 элит (1%-420, 0,3%-960)","Поддон 120*80","98","6.8","200.1","230"
"586","З-00657","Водосток тротуарный  40х6х17 элит (2% - 420)","Поддон 120*80","98","6.8","200.1","230"
"","","Тротуарная плитка ""Верона""","","","","",""
"","","Тротуарная плитка ""Верона"" без фаски","","","","",""
"","","Тротуарная плитка ""Верона"" без фаски Антик","","","","",""
"","","Тротуарная плитка ""Верона"" без фаски Антик одноцветная","","","","",""
"587","З-01028","Тратуарная плитка ""Верона"" без фаски серый  (Ком-т: (240х240х60; 240х360х60) S-0,145м.кв."," "," "," "," "," "
"","","Тротуарная плитка ""Верона"" без фаски колормикс","","","","",""
"588","З-01031","Тратуарная плитка ""Верона"" без фаски Колормикс Blanco  240х240х60","Поддон 120*80","132","6.6","49.71","58.03"
"589","З-01088","Тратуарная плитка ""Верона"" без фаски Колормикс Blanco  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"590","З-01033","Тратуарная плитка ""Верона"" без фаски Колормикс Gold  240х240х60","Поддон 120*80","132","6.6","50.49","58.03"
"591","З-01089","Тратуарная плитка ""Верона"" без фаски Колормикс Gold  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"592","З-01034","Тратуарная плитка ""Верона"" без фаски Колормикс Night  240х240х60","Поддон 120*80","132","6.6","50.49","58.03"
"593","З-01090","Тратуарная плитка ""Верона"" без фаски Колормикс Night  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"594","З-01032","Тратуарная плитка ""Верона"" без фаски Колормикс Rio 240х240х60","Поддон 120*80","132","6.6","50.49","58.03"
"595","З-01091","Тратуарная плитка ""Верона"" без фаски Колормикс Rio 240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"596","З-01035","Тратуарная плитка ""Верона"" без фаски Колормикс Silver  240х240х60","Поддон 120*80","132","6.6","50.49","58.03"
"597","З-01092","Тратуарная плитка ""Верона"" без фаски Колормикс Silver  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"598","З-01036","Тратуарная плитка ""Верона"" без фаски Колормикс Sunset  240х240х60","Поддон 120*80","132","6.6","50.49","58.03"
"599","З-01093","Тратуарная плитка ""Верона"" без фаски Колормикс Sunset  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"600","З-01037","Тратуарная плитка ""Верона"" без фаски Колормикс Terra  240х240х60","Поддон 120*80","132","6.6","50.49","58.03"
"601","З-01094","Тратуарная плитка ""Верона"" без фаски Колормикс Terra  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"","","Тротуарная плитка ""Верона"" без фаски одноцветная","","","","",""
"602","З-00997","_Тратуарная плитка ""Верона"" без фаски серый  240х240х60","Поддон 120*80","132","6.6","33.23","38.2"
"603","З-01102","_Тратуарная плитка ""Верона"" без фаски серый  240х360х60","Поддон 120*80","132","9.8","49.1","56.44"
"604","З-01150","Тратуарная плитка ""Верона"" без фаски бежевый № 960 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"605","З-01151","Тратуарная плитка ""Верона"" без фаски бежевый № 960 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"606","З-00999","Тратуарная плитка ""Верона"" без фаски Белый 240х240х60","Поддон 120*80","132","6.6","42.45","48.79"
"607","З-01103","Тратуарная плитка ""Верона"" без фаски Белый 240х360х60","Поддон 120*80","132","9.8","62.71","72.08"
"608","З-01000","Тратуарная плитка ""Верона"" без фаски коричневый № 655 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"609","З-01104","Тратуарная плитка ""Верона"" без фаски коричневый № 655 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"610","З-01163","Тратуарная плитка ""Верона"" без фаски красн № 130 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"611","З-01164","Тратуарная плитка ""Верона"" без фаски красн № 130 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"612","З-01165","Тратуарная плитка ""Верона"" без фаски терракота 503 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"613","З-01166","Тратуарная плитка ""Верона"" без фаски терракота 503 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"","","Тротуарная плитка ""Верона"" без фаски Элит","","","","",""
"614","З-01168","Тратуарная плитка ""Верона"" без фаски Элит (1%-420, 0,3%-960) 240х240х60","Поддон 120*80","132","6.6","45.9","52.76"
"615","З-01169","Тратуарная плитка ""Верона"" без фаски Элит (1%-420, 0,3%-960) 240х360х60","Поддон 120*80","132","9.8","67.83","77.95999999999999"
"616","З-01001","Тратуарная плитка ""Верона"" без фаски элит (2% - 503) 240х240х60","Поддон 120*80","132","6.6","45.9","52.76"
"617","З-01105","Тратуарная плитка ""Верона"" без фаски элит (2% - 503) 240х360х60","Поддон 120*80","132","9.8","67.83","77.95999999999999"
"618","З-01170","Тратуарная плитка ""Верона"" без фаски Элит (2%-960) 240х240х60","Поддон 120*80","132","6.6","45.9","52.76"
"619","З-01171","Тратуарная плитка ""Верона"" без фаски Элит (2%-960) 240х360х60","Поддон 120*80","132","9.8","67.83","77.95999999999999"
"","","Тротуарная плитка ""Верона"" с фаской","","","","",""
"","","Тротуарная плитка ""Верона"" с фаской колормикс","","","","",""
"620","З-01030","Тротуарная плитка ""Верона""  с фаской Колормикс Blanco 240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"621","З-01097","Тротуарная плитка ""Верона""  с фаской Колормикс Blanco 240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"622","З-01038","Тротуарная плитка ""Верона""  с фаской Колормикс Gold  240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"623","З-01098","Тротуарная плитка ""Верона""  с фаской Колормикс Gold  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"624","З-01043","Тротуарная плитка ""Верона""  с фаской Колормикс Night  240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"625","З-01101","Тротуарная плитка ""Верона"" с фаской Колормикс Night  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"626","З-01039","Тротуарная плитка ""Верона""  с фаской Колормикс Rio  240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"627","З-01096","Тротуарная плитка ""Верона""  с фаской Колормикс Rio  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"628","З-01040","Тротуарная плитка ""Верона""  с фаской Колормикс Silver  240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"629","З-01095","Тротуарная плитка ""Верона""  с фаской Колормикс Silver  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"630","З-01041","Тротуарная плитка ""Верона""  с фаской Колормикс Sunset 240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"631","З-01099","Тротуарная плитка ""Верона"" с фаской Колормикс Sunset  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"632","З-01042","Тротуарная плитка ""Верона"" с фаской Колормикс Terra  240х240х60","Поддон 120*80","132","6.6","50.48","58.03"
"633","З-01100","Тротуарная плитка ""Верона"" с фаской Колормикс Terra  240х360х60","Поддон 120*80","132","9.8","74.59","85.73999999999999"
"","","Тротуарная плитка ""Верона"" с фаской одноцветная","","","","",""
"634","З-01022","_Тротуарная плитка ""Верона""  с фаской серый  240х240х60","Поддон 120*80","132","6.6","33.23","38.2"
"635","З-01106","_Тротуарная плитка ""Верона""  с фаской серый  240х360х60","Поддон 120*80","132","9.8","49.1","56.44"
"636","З-01155","Тротуарная плитка ""Верона""  с фаской бежевый № 960 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"637","З-01156","Тротуарная плитка ""Верона""  с фаской бежевый № 960 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"638","З-01003","Тротуарная плитка ""Верона""  с фаской Белый 240х240х60","Поддон 120*80","132","6.6","42.45","48.79"
"639","З-01107","Тротуарная плитка ""Верона""  с фаской Белый 240х360х60","Поддон 120*80","132","9.8","62.71","72.08"
"640","З-01004","Тротуарная плитка ""Верона""  с фаской коричневый № 655 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"641","З-01108","Тротуарная плитка ""Верона""  с фаской коричневый № 655 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"642","З-01177","Тротуарная плитка ""Верона""  с фаской красн № 130 240х240х60","Поддон 120*80","132","6.6","35.88","41.24"
"643","З-01178","Тротуарная плитка ""Верона""  с фаской красн № 130 240х360х60","Поддон 120*80","132","9.8","53.01","60.93"
"","","Тротуарная плитка ""Верона"" с фаской Элит","","","","",""
"644","З-01173","Тротуарная плитка ""Верона""  с фаской Элит (1%-420, 0,3%-960) 240х240х60","Поддон 120*80","132","6.6","45.9","52.76"
"645","З-01174","Тротуарная плитка ""Верона""  с фаской Элит (1%-420, 0,3%-960) 240х360х60","Поддон 120*80","132","9.8","67.83","77.95999999999999"
"646","З-01002","Тротуарная плитка ""Верона""  с фаской элит (2% - 503) 240х240х60","Поддон 120*80","132","6.6","45.9","52.76"
"647","З-01109","Тротуарная плитка ""Верона""  с фаской элит (2% - 503) 240х360х60","Поддон 120*80","132","9.8","67.83","77.95999999999999"
"648","З-01175","Тротуарная плитка ""Верона""  с фаской Элит (2%-960) 240х240х60","Поддон 120*80","132","6.6","45.9","52.76"
"649","З-01176","Тротуарная плитка ""Верона""  с фаской Элит (2%-960) 240х360х60","Поддон 120*80","132","9.8","67.83","77.95999999999999"
"","","Тротуарная плитка ""Кирпич""","","","","",""
"","","Тратуарная плитка ""Кирпич"" Элит","","","","",""
"650","З-00905","Тротуарная плитка ""Кирпич"" 200х60х100 мм   элит (2% - 503)","Поддон 120*80","480","2.4","13.66","15.7"
"651","З-00692","Тротуарная плитка ""Кирпич"" 200х60х100 мм  элит (1%-420, 0,3%-960)","Поддон 120*80","480","2.4","13.66","15.7"
"652","З-00431","Тротуарная плитка ""Кирпич"" 200х60х100 мм  элит (2% - 420)","Поддон 120*80","480","2.4","13.66","15.7"
"653","З-00459","Тротуарная плитка ""Кирпич"" 200х60х100 мм  Элит (2%-960)","Поддон 120*80","480","2.4","13.66","15.7"
"","","Тротуарная плитка ""Кирпич"" Колормикс","","","","",""
"654","З-00968","Тратуарная плитка ""Кирпич"" Колормикс Blanco"," ","462","2.4","14.27","16.4"
"655","З-00972","Тратуарная плитка ""Кирпич"" Колормикс Gold"," ","462","2.4","14.27","16.4"
"656","З-00976","Тратуарная плитка ""Кирпич"" Колормикс Night"," ","462","2.4","14.27","16.4"
"657","З-00967","Тратуарная плитка ""Кирпич"" Колормикс Rio"," ","462","2.4","14.27","16.4"
"658","З-00964","Тратуарная плитка ""Кирпич"" Колормикс Sunset"," ","462","2.4","14.27","16.4"
"659","З-00970","Тратуарная плитка ""Кирпич"" Колормикс Terra"," ","462","2.4","14.27","16.4"
"660","З-00962","Тротуарная плитка  ""Кирпич"" Колормикс Silver"," ","462","2.4","14.27","16.4"
"","","Тротуарная плитка ""Кирпич"" одноцветная","","","","",""
"661","П-00024","_Тротуарная плитка ""Кирпич"" 200х60х100 мм серый","Поддон 120*80","480","2.4","9.880000000000001","11.36"
"662","З-00122","Тротуарная плитка ""Кирпич"" 200х60х100 мм  Белый","Поддон 120*80","480","2.4","12.62","14.5"
"663","П-00025","Тротуарная плитка ""Кирпич"" 200х60х100 мм бежевый № 960","Поддон 120*80","480","2.4","10.61","12.2"
"664","П-00026","Тротуарная плитка ""Кирпич"" 200х60х100 мм коричневый № 655","Поддон 120*80","480","2.4","10.61","12.2"
"665","П-00030","Тротуарная плитка ""Кирпич"" 200х60х100 мм красн № 130","Поддон 120*80","480","2.4","10.61","12.2"
"666","П-00027","Тротуарная плитка ""Кирпич"" 200х60х100 мм оливковый 420","Поддон 120*80","480","2.4","10.61","12.2"
"667","П-00028","Тротуарная плитка ""Кирпич"" 200х60х100 мм терракота 503","Поддон 120*80","480","2.4","10.61","12.2"
"668","П-00029","Тротуарная плитка ""Кирпич"" 200х60х100 мм черный № 330","Поддон 120*80","480","2.4","10.61","12.2"
"","","Тротуарная плитка ""Классико""","","","","",""
"","","Тротуарная плитка ""Классико"" Колормикс","","","","",""
"669","Д-00023","Тратуарная плитка Классико Коктейль-Тоскана"," ","500","2.4","10.21","11.73"
"670","З-00969","Тротуарная плитка  ""Классико"" Колормикс Blanco"," ","500","2.4","13.72","15.77"
"671","З-00973","Тротуарная плитка  ""Классико"" Колормикс Gold"," ","500","2.4","13.72","15.77"
"672","З-00977","Тротуарная плитка  ""Классико"" Колор-микс Night"," ","500","2.4","13.72","15.77"
"673","З-00963","Тротуарная плитка  ""Классико"" Колормикс Rio"," ","500","2.4","13.72","15.77"
"674","З-00961","Тротуарная плитка  ""Классико"" Колормикс Silver"," ","500","2.4","13.72","15.77"
"675","З-00965","Тротуарная плитка  ""Классико"" Колормикс Sunset"," ","500","2.4","13.72","15.77"
"676","З-00971","Тротуарная плитка  ""Классико"" Колормикс Terra"," ","500","2.4","13.72","15.77"
"677","П-00014","Тротуарная плитка ""Классико"" микс"," ","500","2.4","10.21","11.73"
"","","Тротуарная плитка ""Классико"" одноцветная","","","","",""
"678","О-00123","_Тротуарная плитка  ""Классико"" серый (базовый)","Поддон 120*80","500","2.4","9.51","10.93"
"679","О-00124","Тротуарная плитка ""Классико"" бежевый № 960","Поддон 120*80","500","2.4","10.21","11.73"
"680","О-00130","Тротуарная плитка ""Классико"" Белый","Поддон 120*80","500","2.4","12.13","13.94"
"681","О-00126","Тротуарная плитка ""Классико"" коричневый № 655","Поддон 120*80","500","2.4","10.21","11.73"
"682","О-00128","Тротуарная плитка ""Классико"" красн № 130","Поддон 120*80","500","2.4","10.21","11.73"
"683","О-00125","Тротуарная плитка ""Классико"" оливковый № 420","Поддон 120*80","500","2.4","10.21","11.73"
"684","О-00129","Тротуарная плитка ""Классико"" терракота № 503","Поддон 120*80","500","2.4","10.21","11.73"
"685","Д-00026","Тротуарная плитка ""Классико"" черный № 330","Поддон 120*80","500","2.4","10.21","11.73"
"","","Тротуарная плитка ""Классико"" Элит","","","","",""
"686","З-00353","Тротуарная плитка  ""Классико"" Элит (0,7%- 960, 0,3%- 420)","Поддон 120*80","500","2.4","13.13","15.09"
"687","З-00668","Тротуарная плитка  ""Классико"" Элит (2% - 503)","Поддон 120*80","500","2.4","13.13","15.09"
"688","З-00323","Тротуарная плитка Элит ""Классико"" элит (2% - 420)","Поддон 120*80","500","2.4","13.13","15.09"
"","","Тротуарная плитка ""Сиена""","","","","",""
"","","Тротуарная плитка ""Сиена"" Колормикс","","","","",""
"689","З-01069","Тротуарная плитка ""Сиена"" Колормикс Blanco 120х120х60","Поддон 120*80","660","1.6","10.81","12.43"
"690","З-01070","Тротуарная плитка ""Сиена"" Колормикс Gold 120х120х60","Поддон 120*80","660","1.6","10.81","12.43"
"691","З-01071","Тротуарная плитка ""Сиена"" Колормикс Night 120х120х60","Поддон 120*80","660","1.6","10.81","12.43"
"692","З-01072","Тротуарная плитка ""Сиена"" Колормикс Rio 120х120х60","Поддон 120*80","660","1.6","10.81","12.43"
"693","З-01073","Тротуарная плитка ""Сиена"" Колормикс Silver Ком-т: (3пл-120х120х60; 2пл.-100х120х60; 1пл.-140х120х60) S - 0.085м.кв.","Поддон 120*80","660","1.6","10.81","12.43"
"694","З-01074","Тротуарная плитка ""Сиена"" Колормикс Sunset 120х120х60","Поддон 120*80","660","1.6","10.81","12.43"
